Year,Month,Day,Hour,Minute,Temperature,Dew Point,GHI,Relative Humidity,Pressure,Wind Direction,Wind Speed
2018,1,2,23,0,-12.9,-14.8,0,85.93,998,227,0.2
2018,1,3,0,0,-13.2,-14.9,0,87.32,997,227,0.2
2018,1,3,1,0,-13.4,-14.8,0,89.52,997,227,0.3
2018,1,3,2,0,-13.6,-14.6,0,92.07,997,231,0.4
2018,1,3,3,0,-13.9,-14.7,0,93.63,997,237,0.4
2018,1,3,4,0,-14.4,-15,0,95.31,997,242,0.4
2018,1,3,5,0,-14.8,-15.2,0,96.48,997,245,0.5
2018,1,3,6,0,-14.9,-15.4,0,95.83,998,247,0.5
2018,1,3,7,0,-15.1,-15.6,0,95.73,998,248,0.5
2018,1,3,8,0,-15.1,-15.9,0,93.42,998,250,0.5
2018,1,3,9,0,-15.4,-16.1,0,94.61,998,246,0.5
2018,1,3,10,0,-15.6,-16.2,0,95.03,998,243,0.5
2018,1,3,11,0,-15.3,-16.2,0,92.88,998,244,0.5
2018,1,3,12,0,-14.8,-16.1,0,90.18,998,243,0.4
2018,1,3,13,0,-12.9,-15.4,55,81.39,998,229,0.3
2018,1,3,14,0,-9.9,-13.6,243,74.39,998,217,0.1
2018,1,3,15,0,-7.3,-12.1,371,68.78,998,203,0.1
2018,1,3,16,0,-5.9,-11.1,452,66.81,997,208,0.2
2018,1,3,17,0,-5,-10.4,400,66.1,997,213,0.2
2018,1,3,18,0,-4.9,-10.1,357,67.03,996,213,0.2
2018,1,3,19,0,-5.2,-9.8,274,70.29,996,207,0.1
2018,1,3,20,0,-6.2,-9.7,173,76.39,996,199,0.1
2018,1,3,21,0,-9.6,-12,36,82.61,995,191,0.6
2018,1,3,22,0,-11.9,-13.5,0,87.86,995,196,0.6
2018,1,3,23,0,-12,-14,0,85.21,995,202,0.4
2018,1,4,0,0,-11,-13.8,0,79.71,994,207,0.6
2018,1,4,1,0,-10.9,-14.1,0,77.31,993,195,0.8
2018,1,4,2,0,-11.2,-14.2,0,78.47,993,175,0.7
2018,1,4,3,0,-9.8,-13.6,0,73.85,993,149,0.7
2018,1,4,4,0,-9.1,-13.3,0,71.81,992,109,0.6
2018,1,4,5,0,-9.8,-12.9,0,78.4,990,50,0.3
2018,1,4,6,0,-9.2,-12.3,0,78.4,989,38,0.2
2018,1,4,7,0,-9.1,-11.5,0,83.04,987,36,0.2
2018,1,4,8,0,-8.7,-10.7,0,85.67,986,34,0.2
2018,1,4,9,0,-8.5,-10.1,0,88,984,25,0.2
2018,1,4,10,0,-8.2,-9.7,0,89.15,982,23,0.3
2018,1,4,11,0,-8.1,-9.5,0,89.46,979,16,0.3
2018,1,4,12,0,-8,-9.4,0,90,976,12,0.4
2018,1,4,13,0,-7.4,-8.5,27,91.93,974,11,0.4
2018,1,4,14,0,-6.9,-7.8,68,93.25,971,7,0.4
2018,1,4,15,0,-6.4,-7.1,105,94.81,967,6,0.5
2018,1,4,16,0,-5.6,-6.3,136,95.05,963,3,0.6
2018,1,4,17,0,-5,-5.5,304,96.18,960,356,0.6
2018,1,4,18,0,-4.6,-5.1,192,96.65,959,347,0.6
2018,1,4,19,0,-4.7,-5.2,146,96.34,958,341,0.6
2018,1,4,20,0,-5.2,-5.8,83,95.65,957,338,0.6
2018,1,4,21,0,-6.1,-6.7,18,95.39,957,331,0.6
2018,1,4,22,0,-6.9,-7.7,0,93.68,958,321,0.6
2018,1,4,23,0,-7.5,-8.5,0,92.82,959,313,0.6
2018,1,5,0,0,-7.9,-8.9,0,92.59,961,307,0.6
2018,1,5,1,0,-8.1,-9.2,0,91.79,962,302,0.5
2018,1,5,2,0,-8.2,-9.3,0,91.72,963,297,0.5
2018,1,5,3,0,-8.2,-9.3,0,91.99,965,292,0.5
2018,1,5,4,0,-8.3,-9.4,0,91.7,966,288,0.4
2018,1,5,5,0,-8.8,-10,0,91.24,967,285,0.4
2018,1,5,6,0,-9.7,-11,0,90.19,968,283,0.4
2018,1,5,7,0,-11,-12.4,0,89.7,969,281,0.4
2018,1,5,8,0,-12.1,-13.7,0,87.84,970,281,0.4
2018,1,5,9,0,-13.1,-14.8,0,87.2,971,283,0.4
2018,1,5,10,0,-13.8,-15.6,0,86.25,972,284,0.4
2018,1,5,11,0,-14.4,-16.3,0,85.68,973,284,0.4
2018,1,5,12,0,-14.8,-16.8,0,84.83,974,283,0.4
2018,1,5,13,0,-15,-17,61,84.7,974,282,0.4
2018,1,5,14,0,-14.9,-17,243,83.73,975,281,0.4
2018,1,5,15,0,-14.8,-16.9,368,83.75,976,281,0.5
2018,1,5,16,0,-14.7,-16.9,444,83.55,976,280,0.5
2018,1,5,17,0,-14.7,-16.9,435,83.18,976,281,0.5
2018,1,5,18,0,-14.9,-17.1,374,83.3,977,281,0.5
2018,1,5,19,0,-15.1,-17.4,343,82.46,977,281,0.5
2018,1,5,20,0,-15.6,-17.8,206,82.89,978,281,0.5
2018,1,5,21,0,-16,-18.3,40,82.15,979,281,0.5
2018,1,5,22,0,-16.4,-18.7,0,82.16,980,281,0.5
2018,1,5,23,0,-16.6,-18.9,0,82.17,981,282,0.5
2018,1,6,0,0,-16.5,-18.9,0,81.73,982,281,0.5
2018,1,6,1,0,-16.3,-18.7,0,81.86,982,280,0.5
2018,1,6,2,0,-16.1,-18.4,0,82.49,982,280,0.5
2018,1,6,3,0,-15.9,-18.2,0,82.58,983,278,0.4
2018,1,6,4,0,-15.8,-18.1,0,82.44,983,277,0.4
2018,1,6,5,0,-15.8,-18,0,83.15,984,276,0.4
2018,1,6,6,0,-15.7,-17.9,0,83.22,985,276,0.4
2018,1,6,7,0,-15.6,-17.8,0,82.96,985,276,0.4
2018,1,6,8,0,-15.6,-17.8,0,83.07,986,275,0.4
2018,1,6,9,0,-15.6,-17.9,0,82.72,986,276,0.4
2018,1,6,10,0,-15.8,-18,0,83.05,987,278,0.4
2018,1,6,11,0,-16.1,-18.4,0,82.27,988,280,0.4
2018,1,6,12,0,-16.6,-18.9,0,82.05,989,283,0.4
2018,1,6,13,0,-16.8,-19.3,62,81.01,990,284,0.4
2018,1,6,14,0,-16.8,-19.4,244,80.41,991,285,0.4
2018,1,6,15,0,-16.5,-19.1,375,79.96,991,286,0.5
2018,1,6,16,0,-16.1,-18.7,453,80.12,991,288,0.5
2018,1,6,17,0,-15.7,-18.4,448,79.49,991,289,0.5
2018,1,6,18,0,-15.7,-18.3,415,80.1,991,291,0.5
2018,1,6,19,0,-15.9,-18.5,352,80.24,992,292,0.4
2018,1,6,20,0,-16.3,-18.9,209,79.98,993,294,0.4
2018,1,6,21,0,-16.9,-19.5,40,79.97,994,295,0.4
2018,1,6,22,0,-17.4,-20,0,79.92,995,297,0.4
2018,1,6,23,0,-17.8,-20.5,0,79.39,996,299,0.4
2018,1,7,0,0,-18.2,-21,0,78.79,997,302,0.4
2018,1,7,1,0,-18.7,-21.5,0,78.89,998,303,0.4
2018,1,7,2,0,-19.1,-21.9,0,78.39,998,305,0.3
2018,1,7,3,0,-19.6,-22.4,0,78.26,999,306,0.3
2018,1,7,4,0,-20.2,-23,0,78.63,999,307,0.3
2018,1,7,5,0,-20.5,-23.3,0,78.06,1000,309,0.3
2018,1,7,6,0,-20.9,-23.7,0,78.01,1001,311,0.3
2018,1,7,7,0,-21.4,-24.3,0,77.65,1002,312,0.3
2018,1,7,8,0,-21.9,-24.8,0,77.36,1003,313,0.3
2018,1,7,9,0,-22.5,-25.4,0,77.29,1004,313,0.3
2018,1,7,10,0,-23.5,-26.4,0,76.91,1005,312,0.2
2018,1,7,11,0,-25.3,-28.2,0,76.49,1005,313,0.2
2018,1,7,12,0,-26.5,-29.6,0,74.7,1006,313,0.6
2018,1,7,13,0,-24.4,-27.8,91,73.3,1006,314,0.3
2018,1,7,14,0,-20.3,-23.7,246,74.15,1007,314,0.2
2018,1,7,15,0,-17.9,-21.2,375,75.58,1007,310,0.2
2018,1,7,16,0,-15.8,-19,454,76.18,1006,295,0.2
2018,1,7,17,0,-14.2,-17.3,464,77.12,1005,277,0.2
2018,1,7,18,0,-13.1,-16,420,78.51,1004,260,0.2
2018,1,7,19,0,-12.6,-15.3,349,80.36,1003,246,0.2
2018,1,7,20,0,-13.2,-15.6,209,81.82,1003,232,0.1
2018,1,7,21,0,-15.7,-18.1,40,81.94,1002,215,0.1
2018,1,7,22,0,-15.9,-18.3,0,81.81,1002,207,0.1
2018,1,7,23,0,-15.2,-17.4,0,82.91,1002,204,0.2
2018,1,8,0,0,-15.2,-17.2,0,84.36,1001,204,0.2
2018,1,8,1,0,-15.8,-17.7,0,85.34,1000,206,0.2
2018,1,8,2,0,-16,-17.8,0,86.27,999,207,0.2
2018,1,8,3,0,-15.7,-17.4,0,86.73,998,209,0.2
2018,1,8,4,0,-14.9,-16.6,0,86.99,998,212,0.2
2018,1,8,5,0,-13.8,-15.5,0,86.87,997,212,0.2
2018,1,8,6,0,-12.6,-14.3,0,87.05,997,213,0.3
2018,1,8,7,0,-12,-13.6,0,88.19,997,213,0.3
2018,1,8,8,0,-11.7,-13.3,0,88.17,996,212,0.2
2018,1,8,9,0,-11.5,-13.1,0,88.13,996,211,0.2
2018,1,8,10,0,-11.4,-13,0,88.09,996,211,0.2
2018,1,8,11,0,-11.3,-12.9,0,87.91,996,216,0.2
2018,1,8,12,0,-10.9,-12.6,0,87.15,996,218,0.2
2018,1,8,13,0,-9.8,-11.5,53,87.21,996,211,0.2
2018,1,8,14,0,-8.4,-10,173,88,995,208,0.3
2018,1,8,15,0,-7,-8.6,290,88.13,995,211,0.3
2018,1,8,16,0,-5.6,-7.2,357,88.69,994,211,0.3
2018,1,8,17,0,-4.5,-6,371,89.17,992,209,0.3
2018,1,8,18,0,-3.9,-5.2,310,90.64,990,205,0.4
2018,1,8,19,0,-3.8,-4.9,189,91.79,989,205,0.4
2018,1,8,20,0,-4.1,-5,101,93.3,989,209,0.4
2018,1,8,21,0,-4.4,-5.2,28,94.37,989,219,0.3
2018,1,8,22,0,-4.6,-5.3,0,94.97,989,225,0.3
2018,1,8,23,0,-4.8,-5.4,0,95.38,989,225,0.3
2018,1,9,0,0,-5,-5.5,0,96.19,989,226,0.3
2018,1,9,1,0,-5,-5.5,0,96.56,989,227,0.3
2018,1,9,2,0,-4.9,-5.3,0,97.03,989,228,0.2
2018,1,9,3,0,-4.8,-5.2,0,97.26,988,227,0.2
2018,1,9,4,0,-4.9,-5.2,0,97.6,988,229,0.2
2018,1,9,5,0,-5.3,-5.6,0,98.02,987,230,0.2
2018,1,9,6,0,-6,-6.2,0,98.29,987,229,0.2
2018,1,9,7,0,-6.5,-6.8,0,97.78,988,234,0.2
2018,1,9,8,0,-6.8,-7.3,0,96.53,988,241,0.2
2018,1,9,9,0,-6.8,-7.4,0,95.46,988,242,0.2
2018,1,9,10,0,-6.9,-7.5,0,95.79,988,244,0.2
2018,1,9,11,0,-6.5,-7.1,0,95.19,989,252,0.2
2018,1,9,12,0,-5,-5.6,0,95.76,990,265,0.3
2018,1,9,13,0,-3.3,-4,40,95.04,990,268,0.3
2018,1,9,14,0,-1.6,-2.3,231,95.12,991,268,0.3
2018,1,9,15,0,-0.2,-0.9,338,94.81,992,271,0.3
2018,1,9,16,0,0.3,-0.6,315,93.89,991,278,0.3
2018,1,9,17,0,0.4,-0.6,280,93.22,991,283,0.3
2018,1,9,18,0,0.4,-0.6,276,92.74,992,286,0.3
2018,1,9,19,0,0.1,-0.7,296,94.3,993,286,0.3
2018,1,9,20,0,-0.6,-1.1,146,96.25,994,287,0.3
2018,1,9,21,0,-1.7,-2.1,43,97.24,995,289,0.3
2018,1,9,22,0,-2.4,-2.9,0,96.7,996,293,0.3
2018,1,9,23,0,-3,-3.6,0,95.96,997,297,0.3
2018,1,10,0,0,-4.1,-4.7,0,95.69,998,298,0.2
2018,1,10,1,0,-6.3,-6.9,0,95.26,999,294,0.2
2018,1,10,2,0,-8.1,-8.7,0,95.07,1000,290,0.4
2018,1,10,3,0,-9.2,-9.8,0,95.74,1001,293,0.5
2018,1,10,4,0,-9.8,-10.3,0,95.8,1001,302,0.5
2018,1,10,5,0,-10.3,-11,0,94.93,1001,314,0.6
2018,1,10,6,0,-10.8,-11.6,0,93.82,1002,324,0.7
2018,1,10,7,0,-11.2,-12.1,0,93.41,1003,330,0.8
2018,1,10,8,0,-11.4,-12.4,0,92.22,1003,330,0.9
2018,1,10,9,0,-11.7,-12.7,0,91.98,1003,327,0.9
2018,1,10,10,0,-11.8,-12.9,0,91.62,1004,322,0.8
2018,1,10,11,0,-11.8,-12.9,0,91.21,1004,324,0.8
2018,1,10,12,0,-11.2,-12.7,0,88.61,1005,331,0.8
2018,1,10,13,0,-8.6,-11.5,91,79.3,1005,346,0.5
2018,1,10,14,0,-5.3,-7.9,241,82.13,1005,9,0.1
2018,1,10,15,0,-2.8,-5.5,369,81.55,1005,160,0.1
2018,1,10,16,0,-1.5,-4.3,443,81.33,1004,182,0.2
2018,1,10,17,0,-0.9,-3.6,445,82.21,1004,195,0.2
2018,1,10,18,0,-0.6,-3,439,83.59,1003,199,0.2
2018,1,10,19,0,-0.8,-2.8,349,86.43,1003,197,0.2
2018,1,10,20,0,-1.9,-3.2,216,90.63,1003,196,0.1
2018,1,10,21,0,-5.2,-6,67,93.92,1003,199,0.1
2018,1,10,22,0,-6.1,-7,0,93.08,1004,201,0.2
2018,1,10,23,0,-6.1,-7.1,0,92.5,1004,196,0.2
2018,1,11,0,0,-6.2,-7.1,0,93.56,1003,193,0.2
2018,1,11,1,0,-5.6,-6.4,0,94.14,1003,195,0.2
2018,1,11,2,0,-4.7,-5.4,0,94.53,1002,201,0.2
2018,1,11,3,0,-3.5,-4.1,0,95.9,1002,208,0.2
2018,1,11,4,0,-2.5,-2.8,0,97.85,1002,209,0.3
2018,1,11,5,0,-2.6,-2.6,0,100,1001,204,0.2
2018,1,11,6,0,-2.7,-2.7,0,100,1001,201,0.2
2018,1,11,7,0,-2.3,-2.3,0,100,1001,201,0.2
2018,1,11,8,0,-1.7,-1.7,0,100,1001,202,0.2
2018,1,11,9,0,-1.2,-1.2,0,100,1001,203,0.2
2018,1,11,10,0,-0.7,-0.7,0,100,1001,203,0.2
2018,1,11,11,0,-0.4,-0.4,0,100,1001,201,0.2
2018,1,11,12,0,-0.1,-0.1,0,100,1001,199,0.2
2018,1,11,13,0,0.4,0.4,23,100,1001,198,0.2
2018,1,11,14,0,0.9,0.9,103,100,1001,201,0.2
2018,1,11,15,0,1.5,1.5,182,100,1001,203,0.2
2018,1,11,16,0,2.1,2.1,92,100,1001,203,0.2
2018,1,11,17,0,2.7,2.7,93,100,1000,203,0.2
2018,1,11,18,0,3,3,117,100,1000,201,0.2
2018,1,11,19,0,3,3,123,100,1000,198,0.2
2018,1,11,20,0,2.8,2.8,74,100,1000,199,0.2
2018,1,11,21,0,2.5,2.5,30,100,1000,201,0.2
2018,1,11,22,0,2.5,2.5,0,100,1000,200,0.2
2018,1,11,23,0,2.4,2.4,0,100,1000,199,0.2
2018,1,12,0,0,2.3,2.3,0,100,999,196,0.2
2018,1,12,1,0,2.2,2.2,0,100,999,194,0.2
2018,1,12,2,0,2.1,2.1,0,100,998,192,0.2
2018,1,12,3,0,2.2,2.2,0,100,997,191,0.2
2018,1,12,4,0,2.4,2.4,0,100,997,189,0.2
2018,1,12,5,0,3,3,0,100,996,189,0.3
2018,1,12,6,0,4.2,4.2,0,100,996,192,0.3
2018,1,12,7,0,4.9,4.9,0,100,995,192,0.3
2018,1,12,8,0,5,5,0,100,995,193,0.3
2018,1,12,9,0,5.6,5.6,0,100,994,193,0.3
2018,1,12,10,0,6,6,0,100,993,190,0.3
2018,1,12,11,0,6.4,6.4,0,100,992,186,0.3
2018,1,12,12,0,7.4,7.4,0,100,991,185,0.4
2018,1,12,13,0,8.7,8.7,23,100,991,182,0.4
2018,1,12,14,0,10.1,10.1,86,100,990,183,0.5
2018,1,12,15,0,11.5,11.5,199,100,989,183,0.5
2018,1,12,16,0,12.6,12.6,254,100,987,184,0.6
2018,1,12,17,0,13.3,13.3,279,100,986,185,0.6
2018,1,12,18,0,13.5,13.5,201,100,985,188,0.6
2018,1,12,19,0,13.3,13.3,195,100,984,189,0.6
2018,1,12,20,0,13.1,13.1,87,100,983,187,0.6
2018,1,12,21,0,13.3,13.3,21,100,982,185,0.5
2018,1,12,22,0,13.3,13.3,0,100,982,197,0.6
2018,1,12,23,0,12.9,12.9,0,100,983,201,0.5
2018,1,13,0,0,12.5,12.5,0,100,982,193,0.4
2018,1,13,1,0,12.3,12.3,0,100,982,191,0.4
2018,1,13,2,0,12.3,12.3,0,100,981,192,0.4
2018,1,13,3,0,12.4,12.4,0,100,980,193,0.4
2018,1,13,4,0,12.4,12.4,0,100,979,191,0.4
2018,1,13,5,0,12.4,12.4,0,100,977,189,0.4
2018,1,13,6,0,12.4,12.4,0,100,976,185,0.4
2018,1,13,7,0,12.2,12.2,0,100,975,183,0.4
2018,1,13,8,0,12.4,12.4,0,100,973,184,0.5
2018,1,13,9,0,13,13,0,100,972,185,0.6
2018,1,13,10,0,13.3,13.3,0,100,971,189,0.6
2018,1,13,11,0,13,13,0,100,970,193,0.6
2018,1,13,12,0,11.9,11.9,0,100,971,212,0.6
2018,1,13,13,0,9.1,9.1,79,100,973,251,0.5
2018,1,13,14,0,4.3,3.6,220,95.14,977,285,0.6
2018,1,13,15,0,0.6,-2.3,167,80.94,980,299,0.6
2018,1,13,16,0,-1.1,-5.7,433,71.12,981,306,0.5
2018,1,13,17,0,-1.6,-6.8,460,67.43,983,309,0.5
2018,1,13,18,0,-2.1,-7.5,432,66.63,984,314,0.5
2018,1,13,19,0,-2.8,-8.3,348,65.63,986,319,0.5
2018,1,13,20,0,-4.1,-9.4,221,66.46,989,324,0.5
2018,1,13,21,0,-5.6,-10.3,75,69.62,991,326,0.5
2018,1,13,22,0,-6.6,-11,0,71,992,328,0.5
2018,1,13,23,0,-7.2,-11.6,0,70.67,994,327,0.5
2018,1,14,0,0,-7.5,-12.1,0,69.66,996,327,0.4
2018,1,14,1,0,-7.7,-12.5,0,68.23,997,329,0.4
2018,1,14,2,0,-7.8,-13,0,66.38,998,331,0.4
2018,1,14,3,0,-8,-13.4,0,65.26,998,332,0.4
2018,1,14,4,0,-8.3,-13.7,0,65,999,331,0.4
2018,1,14,5,0,-8.6,-14.1,0,64.63,1000,329,0.4
2018,1,14,6,0,-8.8,-14.6,0,63.11,1001,329,0.4
2018,1,14,7,0,-9.2,-15.1,0,61.99,1002,330,0.4
2018,1,14,8,0,-9.7,-15.9,0,60.68,1003,332,0.4
2018,1,14,9,0,-10.4,-16.8,0,59.65,1004,334,0.4
2018,1,14,10,0,-11.2,-17.6,0,59.41,1005,336,0.4
2018,1,14,11,0,-12.1,-18.3,0,60,1006,339,0.4
2018,1,14,12,0,-12.7,-18.9,0,59.79,1007,341,0.4
2018,1,14,13,0,-12.2,-19.5,56,54.46,1008,345,0.4
2018,1,14,14,0,-11,-19.8,206,48.4,1008,348,0.4
2018,1,14,15,0,-9.4,-19.5,383,43.6,1008,348,0.4
2018,1,14,16,0,-8,-18.9,472,41.07,1007,347,0.4
2018,1,14,17,0,-6.9,-18.3,504,39.89,1007,346,0.4
2018,1,14,18,0,-6.3,-17.6,461,40.34,1007,348,0.4
2018,1,14,19,0,-6.3,-17,372,42.59,1008,353,0.3
2018,1,14,20,0,-7.1,-16.1,239,48.51,1009,358,0.3
2018,1,14,21,0,-9,-14.3,84,65.64,1010,360,0.2
2018,1,14,22,0,-10.1,-13.8,0,74.11,1011,1,0.2
2018,1,14,23,0,-10.6,-14.1,0,75.7,1011,3,0.2
2018,1,15,0,0,-11.2,-14.3,0,77.59,1012,8,0.2
2018,1,15,1,0,-11.6,-14.8,0,77.18,1012,12,0.2
2018,1,15,2,0,-12.2,-15.3,0,77.75,1012,12,0.2
2018,1,15,3,0,-12.7,-15.8,0,77.88,1012,10,0.2
2018,1,15,4,0,-13.1,-16.2,0,77.78,1011,9,0.2
2018,1,15,5,0,-13.4,-16.4,0,78.02,1011,7,0.2
2018,1,15,6,0,-13.6,-16.5,0,78.79,1012,8,0.3
2018,1,15,7,0,-13.1,-16.5,0,75.92,1012,15,0.3
2018,1,15,8,0,-12.9,-16.2,0,76.01,1012,18,0.3
2018,1,15,9,0,-13,-16.2,0,77.07,1012,18,0.3
2018,1,15,10,0,-13.2,-16.3,0,77.67,1012,21,0.3
2018,1,15,11,0,-13.6,-16.6,0,78.36,1012,24,0.3
2018,1,15,12,0,-13.8,-16.9,0,77.56,1012,25,0.3
2018,1,15,13,0,-12.8,-16.7,69,72.63,1012,30,0.4
2018,1,15,14,0,-11.2,-15.9,114,68.23,1012,32,0.4
2018,1,15,15,0,-9.6,-14.9,219,65.47,1012,36,0.4
2018,1,15,16,0,-8.6,-14.1,176,64.6,1011,37,0.4
2018,1,15,17,0,-7.9,-13.5,88,63.93,1010,35,0.4
2018,1,15,18,0,-7.4,-13.2,64,63.24,1009,31,0.3
2018,1,15,19,0,-7.4,-13,54,64.14,1009,29,0.3
2018,1,15,20,0,-8.1,-13,190,67.62,1008,27,0.3
2018,1,15,21,0,-9.4,-13,60,75.29,1008,22,0.3
2018,1,15,22,0,-10.1,-13.2,0,77.9,1008,18,0.3
2018,1,15,23,0,-10.5,-13.7,0,77.63,1008,15,0.3
2018,1,16,0,0,-10.5,-14,0,75.71,1008,15,0.3
2018,1,16,1,0,-10.6,-14.2,0,75.12,1007,19,0.2
2018,1,16,2,0,-10.9,-14.1,0,77.05,1007,21,0.2
2018,1,16,3,0,-11.1,-14.1,0,78.79,1006,25,0.2
2018,1,16,4,0,-11.5,-13.9,0,82.39,1006,23,0.2
2018,1,16,5,0,-11.8,-13.9,0,84.36,1005,22,0.1
2018,1,16,6,0,-12.1,-13.9,0,86.3,1005,21,0.1
2018,1,16,7,0,-12.3,-13.9,0,87.8,1005,21,0.1
2018,1,16,8,0,-12.4,-13.9,0,88.61,1005,24,0.1
2018,1,16,9,0,-12.4,-13.8,0,89.06,1005,36,0.1
2018,1,16,10,0,-12.2,-13.7,0,88.75,1005,43,0.2
2018,1,16,11,0,-12,-13.5,0,88.53,1006,61,0.3
2018,1,16,12,0,-11.3,-13.1,0,86.48,1006,90,0.3
2018,1,16,13,0,-8.8,-11.5,85,80.77,1006,149,0.1
2018,1,16,14,0,-6.1,-10.3,135,72.13,1006,179,0.2
2018,1,16,15,0,-3.3,-7.9,289,70.5,1006,198,0.2
2018,1,16,16,0,-1.5,-6.6,257,68.45,1005,215,0.3
2018,1,16,17,0,-0.3,-5.4,200,68.42,1004,225,0.3
2018,1,16,18,0,0.1,-4.6,179,70.6,1004,228,0.3
2018,1,16,19,0,-0.1,-4,91,75,1004,226,0.2
2018,1,16,20,0,-1,-3.1,71,85.76,1004,220,0.1
2018,1,16,21,0,-3.1,-3.6,28,96.45,1004,202,0.3
2018,1,16,22,0,-3.8,-3.8,0,100,1004,190,0.3
2018,1,16,23,0,-4.2,-4.2,0,100,1004,175,0.1
2018,1,17,0,0,-4.1,-4.1,0,100,1004,168,0.1
2018,1,17,1,0,-3.7,-3.7,0,100,1004,164,0.1
2018,1,17,2,0,-3.5,-3.5,0,100,1003,159,0.2
2018,1,17,3,0,-3.5,-3.5,0,100,1003,151,0.2
2018,1,17,4,0,-3.4,-3.4,0,100,1002,146,0.2
2018,1,17,5,0,-3.3,-3.3,0,100,1002,138,0.2
2018,1,17,6,0,-3.2,-3.2,0,100,1001,128,0.2
2018,1,17,7,0,-3.1,-3.1,0,99.87,1001,114,0.2
2018,1,17,8,0,-3.1,-3.1,0,99.83,1000,97,0.2
2018,1,17,9,0,-3,-3.2,0,98.81,1000,84,0.2
2018,1,17,10,0,-3,-3.2,0,98.37,999,74,0.2
2018,1,17,11,0,-3,-3.2,0,98.31,999,67,0.2
2018,1,17,12,0,-2.9,-3.2,0,97.73,998,63,0.2
2018,1,17,13,0,-2.5,-2.9,30,96.88,998,54,0.2
2018,1,17,14,0,-1.9,-2.4,62,96.2,998,45,0.2
2018,1,17,15,0,-1.3,-1.9,54,95.73,998,30,0.2
2018,1,17,16,0,-0.8,-1.4,86,95.48,996,22,0.2
2018,1,17,17,0,-0.5,-1.1,111,95.59,995,15,0.2
2018,1,17,18,0,-0.4,-1,58,95.64,994,352,0.2
2018,1,17,19,0,-0.5,-1.1,47,96.04,994,334,0.2
